x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72
0.493699999999999,-0.493699999999999,0.1714000000000006,0.8159999999999992,0.08780000000000016,0.25500000000000034,0.05649999999999994,0.11909999999999966,0.05010000000000019,0.06289999999999986,0.0,0.10020000000000039,-0.7842000000000015,-0.20320000000000032,-0.23839999999999917,0.30199999999999966,-0.12619999999999987,0.1594000000000003,-0.08630000000000007,0.07209999999999998,-0.09239999999999977,0.045600000000000196,0.0,0.015600000000000017,-0.32890000000000125,-0.07750000000000021,-0.15060000000000018,0.09679999999999979,-0.04110000000000008,0.05869999999999989,-0.0528999999999999,0.11490000000000002,-0.014100000000000015,-0.0005000000000000529,0.0,0.002999999999999978,-0.12369999999999988,-0.03129999999999991,-0.08209999999999958,0.028299999999999863,-0.08950000000000004,0.04270000000000038,0.001400000000000009,0.049399999999999805,-0.0015000000000000072,0.0032999999999999826,0.0,0.0029999999999999706,-0.04390000000000028,-0.018699999999999998,-0.043299999999999915,0.012100000000000045,-0.04540000000000007,0.04419999999999995,0.007799999999999933,0.0001999999999999713,0.01999999999999992,0.0021999999999999962,0.0,0.045999999999999985,-0.037399999999999996,0.0,-0.0506000000000002,0.0,-0.012800000000000073,0.0,-0.025199999999999927,0.0,-0.045999999999999985,0.0,0.0,0.0
-0.493699999999999,0.493699999999999,-0.1714000000000006,-0.8159999999999992,-0.08780000000000016,-0.25500000000000034,-0.05649999999999994,-0.11909999999999966,-0.05010000000000019,-0.06289999999999986,0.0,-0.10020000000000039,0.7842000000000015,0.20320000000000032,0.23839999999999917,-0.30199999999999966,0.12619999999999987,-0.1594000000000003,0.08630000000000007,-0.07209999999999998,0.09239999999999977,-0.045600000000000196,0.0,-0.015600000000000017,0.32890000000000125,0.07750000000000021,0.15060000000000018,-0.09679999999999979,0.04110000000000008,-0.05869999999999989,0.0528999999999999,-0.11490000000000002,0.014100000000000015,0.0005000000000000529,0.0,-0.002999999999999978,0.12369999999999988,0.03129999999999991,0.08209999999999958,-0.028299999999999863,0.08950000000000004,-0.04270000000000038,-0.001400000000000009,-0.049399999999999805,0.0015000000000000072,-0.0032999999999999826,0.0,-0.0029999999999999706,0.04390000000000028,0.018699999999999998,0.043299999999999915,-0.012100000000000045,0.04540000000000007,-0.04419999999999995,-0.007799999999999933,-0.0001999999999999713,-0.01999999999999992,-0.0021999999999999962,0.0,-0.045999999999999985,0.037399999999999996,0.0,0.0506000000000002,0.0,0.012800000000000073,0.0,0.025199999999999927,0.0,0.045999999999999985,0.0,0.0,0.0
0.1714000000000006,-0.1714000000000006,0.4352000000000017,-0.09239999999999979,0.15989999999999976,0.7104999999999989,0.0533999999999999,0.26639999999999997,0.03809999999999996,0.06870000000000047,0.0,0.07619999999999992,-0.19549999999999926,-0.14730000000000046,-0.7477000000000021,0.17189999999999972,-0.2541000000000002,0.17969999999999994,-0.0868000000000001,0.11140000000000048,-0.0649999999999999,0.028800000000000055,0.0,0.022399999999999986,-0.2114999999999999,-0.08309999999999967,-0.1630999999999991,0.08390000000000004,-0.1,0.13319999999999982,-0.030000000000000016,0.05279999999999997,-0.005600000000000005,0.003199999999999965,0.0,0.03360000000000014,-0.11910000000000008,-0.04709999999999986,-0.1167,0.04630000000000016,-0.039600000000000045,0.07259999999999996,-0.01720000000000012,0.04360000000000001,-0.046199999999999596,0.01820000000000003,0.0,-0.02519999999999983,-0.05359999999999996,-0.04059999999999998,-0.06770000000000011,0.05310000000000008,-0.024399999999999984,0.034200000000000084,0.013700000000000006,0.024699999999999903,0.040600000000000094,0.02320000000000006,0.0,0.030799999999999966,-0.08119999999999997,0.0,-0.056200000000000035,0.0,-0.04400000000000005,0.0,-0.038599999999999975,0.0,-0.030799999999999966,0.0,0.0,0.0
0.8159999999999992,-0.8159999999999992,-0.09239999999999979,1.7243999999999968,0.01569999999999999,-0.20049999999999993,0.05959999999999995,-0.028199999999999958,0.06210000000000015,0.057099999999999915,0.0,0.1242000000000003,-1.3729000000000013,-0.25909999999999955,0.27090000000000064,0.432099999999999,0.0016999999999999468,0.13910000000000092,-0.08579999999999997,0.032799999999999725,-0.11980000000000005,0.062400000000000067,0.0,0.008799999999999987,-0.44629999999999925,-0.0719,-0.13810000000000042,0.10970000000000031,0.017800000000000277,-0.015799999999999915,-0.0758,0.17699999999999969,-0.02259999999999996,-0.004200000000000018,0.0,-0.027599999999999954,-0.12830000000000058,-0.01550000000000009,-0.04749999999999996,0.010299999999999903,-0.13939999999999977,0.012800000000000032,0.019999999999999973,0.05519999999999993,0.043200000000000245,-0.01159999999999996,0.0,0.031199999999999967,-0.034199999999999814,0.0031999999999999967,-0.018899999999999924,-0.028900000000000065,-0.06640000000000022,0.054200000000000075,0.0019000000000000087,-0.02429999999999999,-0.000599999999999904,-0.018799999999999952,0.0,0.06120000000000001,0.006399999999999993,0.0,-0.045000000000000415,0.0,0.018400000000000034,0.0,-0.01179999999999996,0.0,-0.06120000000000001,0.0,0.0,0.0
0.08780000000000016,-0.08780000000000016,0.15989999999999976,0.01569999999999999,0.45719999999999894,-0.13739999999999986,0.1493000000000004,0.7651000000000011,0.0489,0.24969999999999976,0.0,0.0978,-0.08210000000000002,-0.09349999999999992,-0.18849999999999925,0.05570000000000004,-0.7855999999999981,0.1338000000000002,-0.24170000000000086,0.2007000000000003,-0.06900000000000024,0.08499999999999984,0.0,0.057599999999999846,-0.1346999999999998,-0.05230000000000007,-0.20040000000000083,0.04240000000000016,-0.22030000000000077,0.08709999999999972,-0.1084999999999999,0.0692999999999999,-0.03489999999999994,-0.012100000000000005,0.0,0.045399999999999975,-0.08670000000000001,-0.017899999999999992,-0.09799999999999952,0.009400000000000028,-0.06750000000000002,0.04570000000000012,0.0006000000000000074,0.002999999999999955,-0.059899999999999835,0.03689999999999977,0.0,-0.029000000000000057,-0.011000000000000005,-0.024800000000000058,-0.03469999999999993,0.03149999999999986,-0.0051999999999999685,0.02719999999999993,-0.007900000000000063,0.0034999999999999545,0.042599999999999937,0.015400000000000077,0.0,0.0271999999999999,-0.049600000000000116,0.0,-0.03620000000000008,0.0,-0.017999999999999943,0.0,-0.028999999999999946,0.0,-0.0271999999999999,0.0,0.0,0.0
0.25500000000000034,-0.25500000000000034,0.7104999999999989,-0.20049999999999993,-0.13739999999999986,1.5584000000000096,-0.042499999999999996,-0.23230000000000045,0.027300000000000223,-0.11230000000000027,0.0,0.05460000000000045,-0.3089000000000008,-0.20109999999999947,-1.306899999999997,0.28810000000000097,0.27739999999999965,0.2256000000000002,0.06809999999999994,0.02209999999999996,-0.060999999999999936,-0.027400000000000018,0.0,-0.012800000000000021,-0.28830000000000006,-0.11389999999999997,-0.12579999999999997,0.12539999999999993,0.02029999999999999,0.17930000000000076,0.04850000000000003,0.03630000000000001,0.023700000000000068,0.018499999999999968,0.0,0.0217999999999999,-0.15150000000000033,-0.0762999999999997,-0.1354000000000006,0.08320000000000012,-0.011699999999999974,0.09949999999999996,-0.03500000000000023,0.08420000000000008,-0.03249999999999993,-0.0004999999999999701,0.0,-0.02139999999999998,-0.09620000000000015,-0.056400000000000075,-0.10070000000000015,0.07470000000000021,-0.04359999999999991,0.041200000000000105,0.03529999999999996,0.04590000000000009,0.038600000000000086,0.031000000000000028,0.0,0.034399999999999945,-0.11280000000000015,0.0,-0.07619999999999968,0.0,-0.07000000000000013,0.0,-0.04819999999999983,0.0,-0.034399999999999945,0.0,0.0,0.0
0.05649999999999994,-0.05649999999999994,0.0533999999999999,0.05959999999999995,0.1493000000000004,-0.042499999999999996,0.40499999999999975,-0.10639999999999994,0.1708000000000008,0.6392000000000028,0.0,0.3416000000000016,-0.06679999999999969,-0.046200000000000054,-0.05230000000000001,0.03789999999999993,-0.20390000000000064,0.014299999999999922,-0.6965000000000029,0.0759,-0.2723000000000007,0.15769999999999948,0.0,0.1386000000000004,-0.06859999999999983,-0.02380000000000003,-0.08909999999999972,0.027699999999999954,-0.15970000000000056,0.010099999999999946,-0.20439999999999975,0.03680000000000004,-0.11260000000000017,0.019199999999999915,0.0,0.0520000000000001,-0.0491000000000004,0.0015000000000000085,-0.03309999999999988,-0.009699999999999945,-0.04400000000000033,-0.0020000000000000577,-0.02500000000000008,0.010600000000000071,-0.05679999999999975,0.04520000000000008,0.0,-0.009600000000000022,0.01539999999999999,-0.01239999999999999,-0.013399999999999957,0.024799999999999954,-0.018800000000000018,-0.012000000000000018,-0.03360000000000004,0.01719999999999997,0.008,0.015200000000000055,0.0,-0.0031999999999999663,-0.02479999999999998,0.0,-4.8664872587429765e-17,0.0,-0.02400000000000001,0.0,-0.013600000000000017,0.0,0.0031999999999999663,0.0,0.0,0.0
0.11909999999999966,-0.11909999999999966,0.26639999999999997,-0.028199999999999958,0.7651000000000011,-0.23230000000000045,-0.10639999999999994,1.6366000000000023,-0.07299999999999993,-0.13980000000000029,0.0,-0.14599999999999985,-0.09740000000000024,-0.14080000000000006,-0.3247000000000006,0.07349999999999979,-1.367299999999998,0.25330000000000047,0.21309999999999948,0.3255000000000013,0.13430000000000006,0.012299999999999957,0.0,-0.023399999999999872,-0.20080000000000026,-0.08080000000000027,-0.31169999999999937,0.057100000000000074,-0.28090000000000015,0.16409999999999988,-0.01260000000000006,0.10179999999999989,0.0428,-0.043400000000000036,0.0,0.03879999999999988,-0.12429999999999981,-0.0372999999999998,-0.16289999999999955,0.028499999999999966,-0.09099999999999975,0.09340000000000022,0.026200000000000046,-0.004600000000000009,-0.06300000000000015,0.028599999999999993,0.0,-0.048400000000000006,-0.03739999999999987,-0.03720000000000002,-0.05600000000000018,0.03819999999999989,0.008400000000000065,0.06640000000000007,0.017799999999999955,-0.010199999999999933,0.0772,0.015599999999999784,0.0,0.05759999999999998,-0.07440000000000004,0.0,-0.07240000000000027,0.0,-0.01200000000000009,0.0,-0.04440000000000005,0.0,-0.05759999999999998,0.0,0.0,0.0
0.05010000000000019,-0.05010000000000019,0.03809999999999996,0.06210000000000015,0.0489,0.027300000000000223,0.1708000000000008,-0.07299999999999993,0.5048999999999978,-0.16330000000000075,0.0,1.0097999999999956,-0.07190000000000024,-0.028300000000000082,-0.04470000000000023,0.025100000000000067,-0.04780000000000016,0.013000000000000112,-0.22659999999999952,-0.014999999999999947,-0.8489000000000007,0.06909999999999994,0.0,0.3218000000000005,-0.03609999999999997,-0.02050000000000003,-0.043300000000000345,0.021300000000000076,-0.08410000000000016,0.023500000000000052,-0.1866999999999998,-0.011500000000000008,-0.2697000000000003,0.03450000000000006,0.0,0.10420000000000043,-0.02779999999999992,-0.01319999999999997,-0.04460000000000013,0.03159999999999992,-0.0325999999999999,-0.009600000000000027,-0.06539999999999994,-0.02280000000000003,-0.08870000000000021,0.02689999999999993,0.0,0.031000000000000017,-0.004800000000000055,-0.021600000000000008,0.010800000000000021,0.042800000000000074,0.0155999999999999,-0.013199999999999937,-0.01349999999999995,-0.0009000000000000288,-0.022599999999999964,0.04939999999999989,0.0,0.01679999999999997,-0.043200000000000016,0.0,-0.0008000000000000039,0.0,-0.028000000000000014,0.0,-0.05779999999999998,0.0,-0.01679999999999997,0.0,0.0,0.0
0.06289999999999986,-0.06289999999999986,0.06870000000000047,0.057099999999999915,0.24969999999999976,-0.11230000000000027,0.6392000000000028,-0.13980000000000029,-0.16330000000000075,1.441699999999999,0.0,-0.3266000000000015,-0.06169999999999989,-0.06409999999999985,-0.05989999999999987,0.05069999999999983,-0.3600000000000008,0.015599999999999933,-1.1663999999999972,0.16680000000000028,0.3042999999999992,0.2462999999999993,0.0,-0.044600000000000244,-0.10109999999999998,-0.027099999999999968,-0.13489999999999963,0.034099999999999624,-0.23530000000000068,-0.003299999999999939,-0.22210000000000024,0.08510000000000012,0.04449999999999993,0.003900000000000077,0.0,-0.00020000000000007674,-0.07040000000000005,0.016200000000000003,-0.021600000000000015,-0.05099999999999998,-0.05539999999999979,0.00560000000000002,0.015399999999999747,0.04400000000000001,-0.024900000000000377,0.0635,0.0,-0.05020000000000005,0.03559999999999972,-0.003200000000000011,-0.03759999999999998,0.006800000000000036,-0.053200000000000115,-0.010800000000000013,-0.05370000000000009,0.035299999999999956,0.03859999999999982,-0.019000000000000107,0.0,-0.023200000000000026,-0.006400000000000022,0.0,0.0007999999999999166,0.0,-0.01999999999999998,0.0,0.030599999999999832,0.0,0.023200000000000026,0.0,0.0,0.0
